# This file is derived from: https://green.adam.ne.jp/roomazi/namae.html

# family names
あい,Ai
もみい,Momii
もみだ,Momida
もみやま,Momiyama
ももい,Momoi
ももさわ,Momosawa
ももせ,Momose
ももぜ,Momoze
ももた,Momota
ももだ,Momoda
もものい,Momonoi
ももはら,Momohara
もり,Mori
もりあい,Moriai
もりい,Morii
もりいずみ,Moriizumi
もりうち,Moriuti
もりえ,Morie
もりお,Morio
もりおか,Morioka
もりがき,Morigaki
もりかみ,Morikami
もりがみ,Morigami
もりかわ,Morikawa
もりき,Moriki
もりくち,Morikuti
もりぐち,Moriguti
もりくに,Morikuni
もりくぼ,Morikubo
もりさき,Morisaki
もりざき,Morizaki
もりさこ,Morisako
もりさだ,Morisada
もりざね,Morizane
もりさわ,Morisawa
もりざわ,Morizawa
もりしげ,Morisige
もりした,Morisita
もりしま,Morisima
もりじま,Morizima
もりじり,Moriziri
もりすえ,Morisue
もりずみ,Morizumi
もりせ,Morise
もりぞの,Morizono
もりた,Morita
もりだ,Morida
もりたか,Moritaka
もりたけ,Moritake
もりたに,Moritani
もりちか,Moritika
もりつか,Morituka
もりづか,Morizuka
もりと,Morito
もりとう,Moritô
もりとも,Moritomo
もりなか,Morinaka
もりなが,Morinaga
もりにし,Morinisi
もりの,Morino
もりばやし,Moribayasi
もりはら,Morihara
もりひら,Morihira
もりひろ,Morihiro
もりふじ,Morihuzi
もりべ,Moribe
もりまつ,Morimatu
もりみつ,Morimitu
もりむら,Morimura
もりもと,Morimoto
もりや,Moriya
もりやす,Moriyasu
もりやま,Moriyama
もりよし,Moriyosi
もりわき,Moriwaki
もりわけ,Moriwake
もろ,Moro
もろい,Moroi
もろいし,Moroisi
もろえ,Moroe
もろおか,Morooka
もろくま,Morokuma
もろさわ,Morosawa
もろずみ,Morozumi
もろた,Morota
もろだ,Moroda
もろづみ,Morozumi
もろと,Moroto
もろとみ,Morotomi
もろはし,Morohasi
もろばし,Morobasi
もろふじ,Morohuzi
もろほし,Morohosi
もろぼし,Morobosi
もろみざと,Moromizato
もん,Mon
もんぐち,Monguti
もんじ,Monzi
もんぜん,Monzen
もんた,Monta
もんだ,Monda
もんでん,Monden
もんの,Monno
もんま,Monma
やいた,Yaita
やうち,Yauti
やえがし,Yaegasi
やお,Yao
やおいた,Yaoita
やがい,Yagai
やがさき,Yagasaki
やかた,Yakata
やかび,Yakabi
やかべ,Yakabe
やがべ,Yagabe
やがみ,Yagami
やがわ,Yagawa
やき,Yaki
やぎ,Yagi
やぎう,Yagiu
やぎうち,Yagiuti
やぎさわ,Yagisawa
やぎした,Yagisita
やぎた,Yagita
やぎぬま,Yaginuma
やぎはし,Yagihasi
やぎはら,Yagihara
やぎもと,Yagimoto
やぎゅう,Yagyû
やぎら,Yagira
やく,Yaku
やくし,Yakusi
やくしじ,Yakusizi
やくしじん,Yakusizin
やぐち,Yaguti
やくら,Yakura
やぐら,Yagura
やくわ,Yakuwa
やこ,Yako
やご,Yago
やこう,Yakô
やさか,Yasaka
やさき,Yasaki
やざき,Yazaki
やさく,Yasaku
やさわ,Yasawa
やざわ,Yazawa
やじ,Yazi
やしき,Yasiki
やしま,Yasima
やじま,Yazima
やしろ,Yasiro
やす,Yasu
やず,Yazu
やすい,Yasui
やすいけ,Yasuike
やすえ,Yasue
やすお,Yasuo
やすおか,Yasuoka
やすかわ,Yasukawa
やすぎ,Yasugi
やすこうち,Yasukôti
やすさと,Yasusato
やすざと,Yasuzato
やすざわ,Yasuzawa
やすしま,Yasusima
やすじま,Yasuzima
やすずみ,Yasuzumi
やすた,Yasuta
やすだ,Yasuda
やすたけ,Yasutake
やすとみ,Yasutomi
やすどみ,Yasudomi
やすなか,Yasunaka
やすなが,Yasunaga
やすにし,Yasunisi
やすの,Yasuno
やすはら,Yasuhara
やすひら,Yasuhira
やすふく,Yasuhuku
やすふじ,Yasuhuzi
やすべ,Yasube
やすほ,Yasuho
やすま,Yasuma
やすまつ,Yasumatu
やすまる,Yasumaru
やすみ,Yasumi
やすみつ,Yasumitu
やすむら,Yasumura
やすむろ,Yasumuro
やすもと,Yasumoto
やすもり,Yasumori
やすやま,Yasuyama
やそしま,Yasosima
やそじま,Yasozima
やた,Yata
やだ,Yada
やだい,Yadai
やたがい,Yatagai
やたがわ,Yatagawa
やたに,Yatani
やたべ,Yatabe
やち,Yati
やちだ,Yatida
やつ,Yatu
やづ,Yazu
やつい,Yatui
やつお,Yatuo
やつか,Yatuka
やつき,Yatuki
やつぎ,Yatugi
やつしま,Yatusima
やつしろ,Yatusiro
やつた,Yatuta
やつだ,Yatuda
やつづか,Yatuzuka
やつの,Yatuno
やつはし,Yatuhasi
やつもんじ,Yatumonzi
やつやなぎ,Yatuyanagi
やと,Yato
やとう,Yatô
やとの,Yatono
やない,Yanai
やないだ,Yanaida
やなおか,Yanaoka
やなか,Yanaka
やなが,Yanaga
やながせ,Yanagase
やなかわ,Yanakawa
やながわ,Yanagawa
やなぎ,Yanagi
やなぎい,Yanagii
やなぎかわ,Yanagikawa
やなぎがわ,Yanagigawa
やなぎさわ,Yanagisawa
やなぎざわ,Yanagizawa
やなぎした,Yanagisita
やなぎせ,Yanagise
やなぎた,Yanagita
やなぎだ,Yanagida
やなぎだいら,Yanagidaira
やなぎたに,Yanagitani
やなぎだに,Yanagidani
やなぎぬま,Yanaginuma
やなぎの,Yanagino
やなぎば,Yanagiba
やなぎはし,Yanagihasi
やなぎばし,Yanagibasi
やなぎはら,Yanagihara
やなぎまち,Yanagimati
やなぎもと,Yanagimoto
やなぎもり,Yanagimori
やなぎや,Yanagiya
やなぎわら,Yanagiwara
やなざわ,Yanazawa
やなした,Yanasita
やなせ,Yanase
やなだ,Yanada
やなだに,Yanadani
やなとり,Yanatori
やなどり,Yanadori
やなはら,Yanahara
やなもと,Yanamoto
やの,Yano
やはぎ,Yahagi
やはし,Yahasi
やはた,Yahata
やばた,Yabata
やばな,Yabana
やはら,Yahara
やばら,Yabara
やびく,Yabiku
やひろ,Yahiro
やぶ,Yabu
やぶうち,Yabuuti
やぶき,Yabuki
やぶさき,Yabusaki
やぶした,Yabusita
やぶた,Yabuta
やぶつか,Yabutuka
やぶづか,Yabuzuka
やぶなか,Yabunaka
やぶの,Yabuno
やぶはら,Yabuhara
やぶもと,Yabumoto
やべ,Yabe
やま,Yama
やまい,Yamai
やまいえ,Yamaie
やまいし,Yamaisi
やまうえ,Yamaue
やまうち,Yamauti
やまうら,Yamaura
やまお,Yamao
やまおか,Yamaoka
やまか,Yamaka
やまが,Yamaga
やまかげ,Yamakage
やまかた,Yamakata
やまがた,Yamagata
やまかど,Yamakado
やまかみ,Yamakami
やまがみ,Yamagami
やまかわ,Yamakawa
やまがわ,Yamagawa
やまがん,Yamagan
やまき,Yamaki
やまぎ,Yamagi
やまきし,Yamakisi
やまぎし,Yamagisi
やまきた,Yamakita
やまきわ,Yamakiwa
やまぎわ,Yamagiwa
やまぐすく,Yamagusuku
やまくち,Yamakuti
やまぐち,Yamaguti
やまくら,Yamakura
やまけ,Yamake
やまげん,Yamagen
やまごえ,Yamagoe
やまこし,Yamakosi
やまごし,Yamagosi
やまさか,Yamasaka
やまさき,Yamasaki
やまざき,Yamazaki
やまさと,Yamasato
やまざと,Yamazato
やまさわ,Yamasawa
やまざわ,Yamazawa
やまじ,Yamazi
やました,Yamasita
やましな,Yamasina
やまじょう,Yamazyô
やましろ,Yamasiro
やまずみ,Yamazumi
やませ,Yamase
やまぞい,Yamazoi
やまそえ,Yamasoe
やまぞえ,Yamazoe
やまた,Yamata
やまだ,Yamada
やまだい,Yamadai
やまだて,Yamadate
やまたに,Yamatani
やまち,Yamati
やまぢ,Yamazi
やまちか,Yamatika
やまて,Yamate
やまで,Yamade
やまでら,Yamadera
やまと,Yamato
やまな,Yamana
やまなか,Yamanaka
やまなし,Yamanasi
やまにし,Yamanisi
やまね,Yamane
やまの,Yamano
やまのい,Yamanoi
やまのうえ,Yamanoue
やまのうち,Yamanouti
やまのくち,Yamanokuti
やまのは,Yamanoha
やまのべ,Yamanobe
やまはし,Yamahasi
やまはた,Yamahata
やまばた,Yamabata
やまばやし,Yamabayasi
やまはら,Yamahara
やまひら,Yamahira
やまぶき,Yamabuki
やまふく,Yamahuku
やまふじ,Yamahuzi
やまべ,Yamabe
やまみ,Yamami
やまみち,Yamamiti
やまみや,Yamamiya
やまむら,Yamamura
やまむろ,Yamamuro
やまもと,Yamamoto
やまもり,Yamamori
やまや,Yamaya
やまよし,Yamayosi
やまわき,Yamawaki
やまわけ,Yamawake
やむら,Yamura
やもと,Yamoto
やもり,Yamori
ややま,Yayama
やよし,Yayosi
やら,Yara
やりた,Yarita
やりみず,Yarimizu
やわた,Yawata
やんべ,Yanbe
ゆあさ,Yuasa
ゆい,Yui
ゆうき,Yûki
ゆうさ,Yûsa
ゆうぼく,Yûboku
ゆお,Yuo
ゆがみ,Yugami
ゆかわ,Yukawa
ゆがわ,Yugawa
ゆき,Yuki
ゆぎ,Yugi
ゆきた,Yukita
ゆきだ,Yukida
ゆきひら,Yukihira
ゆきまつ,Yukimatu
ゆきもと,Yukimoto
ゆくたけ,Yukutake
ゆぐち,Yuguti
ゆげ,Yuge
ゆさ,Yusa
ゆざわ,Yuzawa
ゆじ,Yuzi
ゆずき,Yuzuki
ゆずりは,Yuzuriha
ゆずりはら,Yuzurihara
ゆた,Yuta
ゆだ,Yuda
ゆたか,Yutaka
ゆたに,Yutani
ゆづき,Yuzuki
ゆの,Yuno
ゆのき,Yunoki
ゆば,Yuba
ゆはら,Yuhara
ゆばら,Yubara
ゆふ,Yuhu
ゆみた,Yumita
ゆみの,Yumino
ゆみば,Yumiba
ゆむら,Yumura
ゆもと,Yumoto
ゆや,Yuya
ゆやま,Yuyama
ゆら,Yura
ゆり,Yuri
ゆりの,Yurino
ゆるぎ,Yurugi
よいもと,Yoimoto
ようだ,Yôda
よかた,Yokata
よぎ,Yogi
よこ,Yoko
よご,Yogo
よこい,Yokoi
よこうち,Yokouti
よこえ,Yokoe
よこお,Yokoo
よこおか,Yokooka
よこかわ,Yokokawa
よこがわ,Yokogawa
よこき,Yokoki
よこくら,Yokokura
よこさか,Yokosaka
よこさわ,Yokosawa
よこざわ,Yokozawa
よこじ,Yokozi
よこしま,Yokosima
よこすか,Yokosuka
よこせ,Yokose
よこせき,Yokoseki
よこぜき,Yokozeki
よこた,Yokota
よこだ,Yokoda
よこたに,Yokotani
よこち,Yokoti
よこつか,Yokotuka
よこづか,Yokozuka
よこて,Yokote
よこの,Yokono
よこはた,Yokohata
よこばたけ,Yokobatake
よこはま,Yokohama
よこばやし,Yokobayasi
よこほり,Yokohori
よこぼり,Yokobori
よこまく,Yokomaku
よこまつ,Yokomatu
よこみぞ,Yokomizo
よこみち,Yokomiti
よこむら,Yokomura
よこもと,Yokomoto
よこもり,Yokomori
よこや,Yokoya
よこやま,Yokoyama
よざ,Yoza
よし,Yosi
よしい,Yosii
よしいけ,Yosiike
よしうち,Yosiuti
よしうら,Yosiura
よしえ,Yosie
よしお,Yosio
よしおか,Yosioka
よしが,Yosiga
よしがい,Yosigai
よしかね,Yosikane
よしかわ,Yosikawa
よしがわ,Yosigawa
よしき,Yosiki
よしくに,Yosikuni
よしくら,Yosikura
よしごえ,Yosigoe
よしこし,Yosikosi
よしさき,Yosisaki
よしざき,Yosizaki
よしざと,Yosizato
よしざね,Yosizane
よしさわ,Yosisawa
よしざわ,Yosizawa
よしじま,Yosizima
よしずみ,Yosizumi
よした,Yosita
よしだ,Yosida
よしたけ,Yositake
よしたに,Yositani
よしづ,Yosizu
よしづか,Yosizuka
よしつぐ,Yositugu
よしづみ,Yosizumi
よしとみ,Yositomi
よしどみ,Yosidomi
よしとめ,Yositome
よしどめ,Yosidome
よしなか,Yosinaka
よしなが,Yosinaga
よしなみ,Yosinami
よしなり,Yosinari
よしぬま,Yosinuma
よしの,Yosino
よしは,Yosiha
よしば,Yosiba
よしはし,Yosihasi
よしはま,Yosihama
よしはら,Yosihara
よしひさ,Yosihisa
よしひら,Yosihira
よしひろ,Yosihiro
よしふく,Yosihuku
よしふじ,Yosihuzi
よしま,Yosima
よしまつ,Yosimatu
よしまる,Yosimaru
よしみ,Yosimi
よしみず,Yosimizu
よしみつ,Yosimitu
よしみね,Yosimine
よしみや,Yosimiya
よしむた,Yosimuta
よしむら,Yosimura
よしもと,Yosimoto
よしもり,Yosimori
よしや,Yosiya
よしやす,Yosiyasu
よしやま,Yosiyama
よしゆき,Yosiyuki
よしら,Yosira
よしわら,Yosiwara
よた,Yota
よだ,Yoda
よつくら,Yotukura
よつじ,Yotuzi
よつたに,Yotutani
よつもと,Yotumoto
よつや,Yotuya
よつやなぎ,Yotuyanagi
よでん,Yoden
よど,Yodo
よどがわ,Yodogawa
よな,Yona
よない,Yonai
よないやま,Yonaiyama
よなかわ,Yonakawa
よなざわ,Yonazawa
よなしろ,Yonasiro
よなは,Yonaha
よなみ,Yonami
よなみね,Yonamine
よなもと,Yonamoto
よね,Yone
よねい,Yonei
よねおか,Yoneoka
よねかわ,Yonekawa
よねがわ,Yonegawa
よねくら,Yonekura
よねざき,Yonezaki
よねさわ,Yonesawa
よねざわ,Yonezawa
よねしげ,Yonesige
よねしま,Yonesima
よねす,Yonesu
よねた,Yoneta
よねだ,Yoneda
よねたに,Yonetani
よねつ,Yonetu
よねづ,Yonezu
よねづか,Yonezuka
よねなが,Yonenaga
よねの,Yoneno
よねばやし,Yonebayasi
よねはら,Yonehara
よねまる,Yonemaru
よねみつ,Yonemitu
よねむら,Yonemura
よねもち,Yonemoti
よねもと,Yonemoto
よねもり,Yonemori
よねや,Yoneya
よねやま,Yoneyama
よへな,Yohena
よも,Yomo
よもぎだ,Yomogida
よもだ,Yomoda
よりた,Yorita
よりふじ,Yorihuzi
よりみつ,Yorimitu
よろず,Yorozu
よろずや,Yorozuya
らち,Rati
りきいし,Rikiisi
りきたけ,Rikitake
りきまる,Rikimaru
りくかわ,Rikukawa
りゅう,Ryû
りゅうごう,Ryûgô
りゅうざき,Ryûzaki
りゅうだ,Ryûda
りゅうの,Ryûno
りゅうもと,Ryûmoto
りょうけ,Ryôke
りんざき,Rinzaki
るいけ,Ruike
れいぜい,Reizei
れいせん,Reisen
ろぎ,Rogi
ろくがわ,Rokugawa
ろくしま,Rokusima
ろくじょう,Rokuzyô
ろくた,Rokuta
ろっかく,Rokkaku
ろっぽんぎ,Roppongi
わいずみ,Waizumi
わが,Waga
わかい,Wakai
わかお,Wakao
わかき,Wakaki
わかぎ,Wakagi
わかさ,Wakasa
わかしま,Wakasima
わかすぎ,Wakasugi
わかぞの,Wakazono
わかた,Wakata
わかたべ,Wakatabe
わかつき,Wakatuki
わかづき,Wakazuki
わがつま,Wagatuma
わかな,Wakana
わかの,Wakano
わかはやし,Wakahayasi
わかばやし,Wakabayasi
わかはら,Wakahara
わかふじ,Wakahuzi
わかまつ,Wakamatu
わかみや,Wakamiya
わかむら,Wakamura
わかもと,Wakamoto
わかもり,Wakamori
わかやま,Wakayama
わき,Waki
わきかわ,Wakikawa
わきさか,Wakisaka
わきざか,Wakizaka
わきた,Wakita
わきだ,Wakida
わきつぼ,Wakitubo
わきの,Wakino
わきむら,Wakimura
わきもと,Wakimoto
わきや,Wakiya
わきやま,Wakiyama
わく,Waku
わくい,Wakui
わくた,Wakuta
わくだ,Wakuda
わぐり,Waguri
わけ,Wake
わけべ,Wakebe
わこう,Wakô
わさき,Wasaki
わさだ,Wasada
わしお,Wasio
わしざき,Wasizaki
わしざわ,Wasizawa
わしず,Wasizu
わしだ,Wasida
わしづ,Wasizu
わしの,Wasino
わしのお,Wasinoo
わじま,Wazima
わしみ,Wasimi
わしや,Wasiya
わしやま,Wasiyama
わせだ,Waseda
わた,Wata
わだ,Wada
わたい,Watai
わたかい,Watakai
わたかべ,Watakabe
わたせ,Watase
わただ,Watada
わたたに,Watatani
わたなべ,Watanabe
わたぬき,Watanuki
わたのべ,Watanobe
わたひき,Watahiki
わたびき,Watabiki
わたぶ,Watabu
わたべ,Watabe
わたや,Wataya
わたらい,Watarai
わたらえ,Watarae
わたらせ,Watarase
わたり,Watari
わたる,Wataru
わち,Wati
わに,Wani
わの,Wano
わやま,Wayama
わらがい,Waragai
わらしな,Warasina
わらや,Waraya
わりた,Warita
# given names
あい,Ai
あいいちろう,Aiitirô
あいか,Aika
あいかつ,Aikatu
あいき,Aiki
あいきょう,Aikyô
あいく,Aiku
あいこ,Aiko
あいご,Aigo
あいさ,Aisa
あいさく,Aisaku
あいじゅ,Aizyu
あいじろう,Aizirô
あいすけ,Aisuke
あいせい,Aisei
あいたろう,Aitarô
あいと,Aito
あいな,Aina
あいね,Aine
あいの,Aino
あいのすけ,Ainosuke
あいは,Aiha
あいひ,Aihi
あいひと,Aihito
あいほ,Aiho
あいみ,Aimi
あいみん,Aimin
あいむ,Aimu
あいら,Aira
あいり,Airi
あいりす,Airisu
あいりん,Airin
あいる,Airu
あいれん,Airen
あお,Ao
あおい,Aoi
あおし,Aosi
あおぞら,Aozora
あおつぐ,Aotugu
あおと,Aoto
あおな,Aona
あおね,Aone
あおの,Aono
あおは,Aoha
あおば,Aoba
あおみ,Aomi
あかじ,Akazi
あかな,Akana
あかね,Akane
あかねまる,Akanemaru
あかり,Akari
あき,Aki
あきえ,Akie
あきお,Akio
あきか,Akika
あきかげ,Akikage
あきかず,Akikazu
あきかつ,Akikatu
あきくに,Akikuni
あきこ,Akiko
あきさだ,Akisada
あきじ,Akizi
あきしげ,Akisige
あきたか,Akitaka
あきたつ,Akitatu
あきちか,Akitika
あきつぐ,Akitugu
あきつな,Akituna
あきつね,Akitune
あきと,Akito
あきとし,Akitosi
あきな,Akina
あきなり,Akinari
あきね,Akine
あきの,Akino
あきのじょう,Akinozyô
あきのしん,Akinosin
あきのぶ,Akinobu
あきのり,Akinori
あきは,Akiha
あきはる,Akiharu
あきひこ,Akihiko
あきひさ,Akihisa
あきひで,Akihide
あきひと,Akihito
あきひろ,Akihiro
あきふさ,Akihusa
あきふみ,Akihumi
あきほ,Akiho
あきまさ,Akimasa
あきみ,Akimi
あきみち,Akimiti
あきみつ,Akimitu
あきやす,Akiyasu
あきゆき,Akiyuki
あきよ,Akiyo
あきよし,Akiyosi
あきら,Akira
あくあ,Akua
あくと,Akuto
あぐみ,Agumi
あぐり,Aguri
あけは,Akeha
あげは,Ageha
あけひこ,Akehiko
あけみ,Akemi
あけみつ,Akemitu
あけよ,Akeyo
あける,Akeru
あこ,Ako
あさ,Asa
あさえ,Asae
あさか,Asaka
あさき,Asaki
あさきみ,Asakimi
あさこ,Asako
あさじ,Asazi
あさたろう,Asatarô
あさちよ,Asatiyo
あさつぐ,Asatugu
あさてる,Asateru
あさと,Asato
あさな,Asana
あさね,Asane
あさは,Asaha
あさひ,Asahi
あさふみ,Asahumi
あさほ,Asaho
あさみ,Asami
あざみ,Azami
あさみつ,Asamitu
あさや,Asaya
あさよし,Asayosi
あじあ,Azia
あじまる,Azimaru
あず,Azu
あすか,Asuka
あずき,Azuki
あずさ,Azusa
あすと,Asuto
あすな,Asuna
あずな,Azuna
あすなろ,Asunaro
あずは,Azuha
あずほ,Azuho
あすま,Asuma
あすみ,Asumi
あずみ,Azumi
あせい,Asei
あたえ,Atae
あだむ,Adamu
あたる,Ataru
あつうみ,Atuumi
あつえ,Atue
あつお,Atuo
あつかげ,Atukage
あつき,Atuki
あづき,Azuki
あつこ,Atuko
あづさ,Azusa
あつさだ,Atusada
あつし,Atusi
あつじ,Atuzi
あつぞう,Atuzô
あつたか,Atutaka
あつただ,Atutada
あつと,Atuto
あつとし,Atutosi
あつとみ,Atutomi
あつな,Atuna
あつなり,Atunari
あつね,Atune
あつの,Atuno
あつのぶ,Atunobu
あつのり,Atunori
あつは,Atuha
あつはる,Atuharu
あつひ,Atuhi
あつひこ,Atuhiko
あつひさ,Atuhisa
あつひで,Atuhide
あつひと,Atuhito
あつひめ,Atuhime
あつひろ,Atuhiro
あつふみ,Atuhumi
あつほ,Atuho
あつまさ,Atumasa
あつみ,Atumi
あつみち,Atumiti
あつむ,Atumu
あつもり,Atumori
あつや,Atuya
あつゆき,Atuyuki
あつよ,Atuyo
あつよし,Atuyosi
あつより,Atuyori
あつろう,Aturô
あてな,Atena
あとむ,Atomu
あな,Ana
あのか,Anoka
あのん,Anon
あべる,Aberu
あまと,Amato
あまね,Amane
あまみ,Amami
あまら,Amara
あまる,Amaru
あみ,Ami
あみか,Amika
あみこ,Amiko
あみな,Amina
あみり,Amiri
あみん,Amin
あむ,Amu
あめり,Ameri
あもん,Amon
あや,Aya
あやえ,Ayae
あやか,Ayaka
あやかつ,Ayakatu
あやきち,Ayakiti
あやこ,Ayako
あやさ,Ayasa
あやじろう,Ayazirô
あやせ,Ayase
あやたか,Ayataka
あやつぐ,Ayatugu
あやと,Ayato
あやとき,Ayatoki
あやな,Ayana
あやなつ,Ayanatu
あやね,Ayane
あやの,Ayano
あやのすけ,Ayanosuke
あやのり,Ayanori
あやは,Ayaha
あやひこ,Ayahiko
あやひさ,Ayahisa
あやひと,Ayahito
あやひろ,Ayahiro
あやほ,Ayaho
あやみ,Ayami
あやむ,Ayamu
あやめ,Ayame
あやり,Ayari
あゆ,Ayu
あゆか,Ayuka
あゆき,Ayuki
あゆきち,Ayukiti
あゆこ,Ayuko
あゆさ,Ayusa
あゆせ,Ayuse
あゆた,Ayuta
あゆたろう,Ayutarô
あゆと,Ayuto
あゆな,Ayuna
あゆね,Ayune
あゆの,Ayuno
あゆは,Ayuha
あゆま,Ayuma
あゆみ,Ayumi
あゆみこ,Ayumiko
あゆむ,Ayumu
あゆり,Ayuri
あらかず,Arakazu
あらし,Arasi
あらた,Arata
あられ,Arare
あらん,Aran
あり,Ari
ありあ,Aria
ありえる,Arieru
ありか,Arika
ありさ,Arisa
ありしあ,Arisia
ありす,Arisu
ありつぐ,Aritugu
ありつね,Aritune
ありな,Arina
ありのぶ,Arinobu
ありふさ,Arihusa
ありほ,Ariho
ありみ,Arimi
ありみち,Arimiti
ありん,Arin
あるく,Aruku
あると,Aruto
あるむ,Arumu
あれく,Areku
あれじ,Arezi
あれん,Aren
あろは,Aroha
あろん,Aron
あわね,Awane
あわみ,Awami
あわゆき,Awayuki
あん,An
あんご,Ango
あんじ,Anzi
あんじぇら,Anzyera
あんじゅ,Anzyu
あんじろう,Anzirô
あんしん,Ansin
あんず,Anzu
あんど,Ando
あんな,Anna
あんぬ,Annu
あんね,Anne
あんみ,Anmi
あんり,Anri
あんる,Anru
いいちろう,Iitirô
いえたか,Ietaka
いえちか,Ietika
いえつぐ,Ietugu
いえつね,Ietune
いえとみ,Ietomi
いえはる,Ieharu
